Date,Soil Moisture (10 cm) (%),Soil Moisture (20 cm) (%),Soil Moisture (30 cm) (%),Plant Age (years),Temperature (°C),Humidity (%),Rainfall (mm),Rain Status (0/1),Coconut Count
1930-05-31,19.828355288559397,23.81180882476542,,5,29.96213040748499,69.21117246390531,12.463286632659623,1,344.8637418210633
1930-06-30,26.63197468396907,46.461767203887085,43.27677841344499,4,27.318187092684887,59.4395886350677,6.849594063743752,1,302.5455630624496
1930-07-31,14.233748952516423,22.828096518901248,38.07600340467233,5,26.189561642490446,64.24263609759079,,0,276.3130152932088
1930-08-31,25.575162338473135,29.097229833932534,45.198778322893446,2,28.4057433676207,78.90324740179202,-1.449749476560478,0,263.6049998891204
1930-09-30,27.746013355404777,92.35643601496949,42.074249498480846,7,25.53734694492814,65.96244061179566,-0.42428306514626657,0,231.07739656217257
1930-10-31,29.184595957325378,48.32408040231576,25.965662143219202,8,26.763838608808715,63.51602599297573,-2.074411353701459,0,251.19803062433112
1930-11-30,30.908740992463525,46.98733731717586,40.51508918026124,2,27.325405273335758,77.619093232521,13.707465739714921,1,277.930980474052
1930-12-31,20.245773768483843,41.75298453837196,57.33900576004665,1,26.392538954520152,72.35229720294743,0.5873705002532079,0,307.22465413159125
1931-01-31,17.081908517884127,43.30537538376075,55.91526928820583,6,28.248613712911542,76.80994617117237,15.487025652886498,1,316.7033491285007
1931-02-28,14.589006873300892,28.64556019014956,29.45383903415426,2,29.03584282984521,66.85698936537739,11.52027708381745,1,349.3516672336507
1931-03-31,75.29268092185812,43.26231998545114,38.19872885497049,1,26.25584067194625,69.76603375086461,1.184197468444836,0,335.27560188651785
1931-04-30,22.81083396548796,33.046790204308955,49.467315165479974,9,31.20999970042898,,-1.1071381459448328,0,333.80230619500514
1931-05-31,29.988808914420712,27.04823406370867,48.28627663186342,2,29.455551672689875,,0.8222995189352549,0,332.06959552613745
1931-06-30,26.729088324761534,24.6693833135673,35.42617479852011,5,28.71920342225772,72.05573059865036,1.355467542645633,0,283.0383384383956
1931-07-31,36.687547432314645,47.35802489736503,50.57381614544989,5,27.34848166201074,60.28912435612826,10.740491179282632,1,369.06700097566977
1931-08-31,20.83762280453164,48.567885107321025,27.922363868311546,5,29.64920918762676,64.11808696226308,1.0844853509826253,0,258.2777897107637
1931-09-30,26.410288139965605,37.43480328803553,57.20404455158715,3,30.59519145590204,61.38155780543199,-0.18368704810094302,0,240.8615887990661
1931-10-31,38.73536269606167,42.95025233696863,41.83173268733723,7,31.559523260699976,65.73692087423231,7.134310885017755,1,245.55804746834175
1931-11-30,15.88249436139911,36.31987281662064,33.98605149830769,4,29.50314283261596,60.883053004258564,-0.28611799009891353,0,263.1350608947802
1931-12-31,27.85773412405396,24.25087814708884,24.808395271218547,6,33.1009117171263,77.90689023106977,-0.852049505201441,0,306.50646006946
1932-01-31,32.85181624914566,32.495025881058226,55.03516064216227,8,33.65915683005457,71.25422066519424,1.2238960123713343,0,336.13157256537824
1932-02-29,35.11705709674945,42.97120798597542,47.966506019837674,9,25.980268690865934,73.54254939847522,0.22769417117083413,0,341.95659690913766
1932-03-31,22.172877816236525,39.231096578786385,52.78759594447635,7,29.830269451540058,87.00108400745466,1.0047768460095992,0,356.1588455184003
1932-04-30,20.852571210710327,39.58966543772918,33.649193053934624,9,29.778193344804603,79.72189506488935,-1.7672062080376347,0,321.38106472844413
1932-05-31,25.316361610789873,33.05493669330428,50.776474383831754,1,25.442428015354984,67.12877591460483,-0.5445986034190042,0,321.80210354612205
1932-06-30,21.97689500213221,46.80042219198732,52.41614534964834,4,35.39104561113547,78.230785919775,-1.2505814719991142,0,293.75988261217293
1932-07-31,21.0591189194975,31.490493049411356,27.205538093616898,1,33.311163361089974,70.99242365140573,-1.9830364515636563,0,267.97216466075685
1932-08-31,21.588844809374947,39.95462034452506,47.82067070559515,3,27.327611409180978,59.368631701575985,0.36582089866822887,0,
1932-09-30,41.02090322602707,33.93029115636042,35.58638858473068,6,31.112565714301997,78.51349263533467,-1.2984830959381317,0,252.7955602427303
1932-10-31,18.389036987452446,34.43574949890539,27.50501722583998,9,32.990620845104736,59.43162432214652,4.1277223779555,1,254.54672864233905
1932-11-30,26.948883417091544,34.80951006657746,31.370045083810155,3,26.412774240944337,78.58309739016241,-1.1850272145769105,0,285.8386402387308
1932-12-31,33.7593971452875,35.32184845494881,44.90891508533123,2,32.9210133989504,78.08536454905057,-0.497028275905134,0,320.1036205877309
1933-01-31,19.47425529609375,21.98029923117166,29.301699844024554,7,28.213301837982485,67.20496543239155,2.1241383171357953,1,328.7111636435787
1933-02-28,29.829132590729714,28.027941298183745,36.35064153159677,7,33.94687800468596,77.23999244557743,1.3433051715145667,1,335.26967068900393
