Date,Soil Moisture (10 cm) (%),Soil Moisture (20 cm) (%),Soil Moisture (30 cm) (%),Plant Age (years),Temperature (°C),Humidity (%),Rainfall (mm),Rain Status (0/1),Soil Type,Soil Type (Numeric),Coconut Count
1930-05-31,25.247752120233432,31.329342579679217,41.90801446133819,5,27.276333791127616,67.44857398014915,5.012583480460391,1,Red Yellow Podzolic,4.0,311.0
1930-06-30,25.247752120233432,31.329342579679217,41.90801446133819,4,27.276333791127616,67.44857398014915,5.012583480460391,1,Red Yellow Podzolic,4.0,311.0
1930-07-31,30.43243592148039,31.43014731313993,46.15277223185867,5,28.127484184209877,65.8756760974493,2.697728008337819,0,Red Yellow Podzolic,4.0,283.0
1930-08-31,24.117617782017962,27.08411602216354,41.41654822286551,9,27.97357832434676,69.95318463456364,0.382872536215248,0,Red Yellow Podzolic,4.0,264.0
1930-09-30,26.186961192160553,27.139367960321877,31.658273430394814,2,29.353966542254863,72.84766900733479,0.0,0,Red Yellow Podzolic,4.0,251.66666666666666
1930-10-31,27.25049566493796,35.337496130763434,37.03313683049905,2,30.053886840121276,77.3759724624776,2.3148554721225714,0,Red Yellow Podzolic,4.333333333333333,263.6666666666667
1930-11-30,30.929660896566148,34.02767298015983,44.11229129669986,8,31.55469055696857,74.72083809057168,4.629710944245143,1,Alluvial,4.666666666666667,282.0
1930-12-31,27.765833934812516,30.941536353479922,43.788202146992376,2,31.055835535179256,70.10432007749495,6.9445664163677145,1,Alluvial,5.0,305.0
1931-01-31,27.597155956005935,25.187856675777937,43.2813987248122,2,29.582472671858863,68.49124436951918,5.270432693033286,1,Alluvial,5.0,325.0
1931-02-28,28.043165077224316,27.560365193490043,41.27563817393198,8,28.350902945505464,68.69095781884359,2.955577220910714,0,Alluvial,5.0,337.3333333333333
1931-03-31,33.18687862674125,32.12926588836255,46.88779749075122,1,29.00746300021154,72.86839655516114,2.955577220910714,0,Alluvial,3.6666666666666665,344.6666666666667
1931-04-30,28.35531197715369,32.49993696890346,44.07340018670602,3,29.673499440956476,73.19126330875525,4.629710944245143,1,Lateritic,2.6666666666666665,331.6666666666667
1931-05-31,30.025707081771873,33.33391046414857,48.653670500769664,4,31.7892961860365,72.50666086502764,4.629710944245143,1,Sandy Loam,2.0,309.3333333333333
1931-06-30,25.622385580867956,28.652023877157905,50.27761873256291,5,30.914599865606046,67.94599302746349,2.699698241345432,0,Cinnamon Sand,2.6666666666666665,284.0
1931-07-31,28.413848831945458,31.6051955248489,47.30590342207979,5,31.766395200010606,66.06515743133887,1.1225050885807724,0,Cinnamon Sand,3.0,259.3333333333333
1931-08-31,22.737579697760182,31.71782579417662,47.059886044055986,4,32.07091244739061,67.96751247312481,1.1225050885807724,1,Cinnamon Sand,3.0,255.0
1931-09-30,26.185244584550787,40.40676612238278,45.02960758352074,8,32.73553121186172,70.55764063200206,0.7376623193579123,0,Cinnamon Sand,3.0,256.6666666666667
1931-10-31,22.966037242854867,42.825928007519714,49.712977231568836,6,30.753868756294438,72.87026989693042,1.4806335069967058,0,Cinnamon Sand,3.0,264.6666666666667
